Date,Rainfall_mm,Runoff_Volume_m3,Peak_Flow_m3s,Duration_h,Waterlogging_Depth_cm,Soil_Moisture_pct,Infiltration_Rate_mm_h,Impervious_Surface_pct,Drainage_Density_km_km2,Observed_Runoff_m3s,Predicted_Runoff_m3s,Forecast_Error_pct
2023-01-29 23:00:00,5.23,186.84,0.598,7,12.83,41.15,13.18,7.05,0.224,1.634,1.735,6.18
2023-01-30 00:00:00,2.25,568.13,0.929,6,0.48,40.07,30.76,55.27,0.597,1.015,0.951,-6.31
2023-01-30 01:00:00,4.15,214.05,0.398,5,1.14,12.69,5.27,8.38,0.312,1.344,1.287,-4.24
2023-01-30 02:00:00,24.02,476.53,1.9,2,4.11,13.72,23.87,7.48,1.084,0.46,0.431,-6.3
2023-01-30 03:00:00,12.57,266.22,1.557,4,3.0,27.33,32.78,32.94,1.161,1.114,1.153,3.5
2023-01-30 04:00:00,23.88,126.59,0.61,6,3.48,31.32,14.32,9.1,0.627,0.704,0.73,3.69
2023-01-30 05:00:00,5.11,55.89,1.223,4,11.97,19.62,26.12,56.29,0.214,1.1,1.134,3.09
2023-01-30 06:00:00,3.35,349.34,1.471,1,8.45,35.09,28.41,39.42,0.964,1.584,1.557,-1.7
2023-01-30 07:00:00,8.56,586.68,1.888,4,0.09,30.82,27.93,6.89,0.867,1.561,1.436,-8.01
2023-01-30 08:00:00,4.29,253.02,1.775,6,6.44,21.37,20.6,7.63,0.49,0.773,0.837,8.28
2023-01-30 09:00:00,9.94,246.46,1.079,6,6.12,10.89,17.13,44.82,1.076,1.419,1.421,0.14
2023-01-30 10:00:00,1.78,239.25,1.572,2,1.71,36.26,34.26,57.4,1.173,1.888,1.853,-1.85
2023-01-30 11:00:00,0.95,336.3,1.168,3,10.14,17.52,31.55,33.46,0.714,1.289,1.312,1.78
2023-01-30 12:00:00,10.99,292.37,1.15,2,10.53,39.21,16.24,41.05,0.722,0.382,0.359,-6.02
2023-01-30 13:00:00,24.46,533.95,0.318,1,10.81,24.71,8.61,56.99,0.427,1.391,1.289,-7.33
2023-01-30 14:00:00,11.34,328.04,0.34,4,10.93,30.2,7.51,44.68,0.743,0.299,0.293,-2.01
2023-01-30 15:00:00,12.48,329.27,1.106,3,0.0,40.55,8.3,19.61,0.584,1.757,1.661,-5.46
2023-01-30 16:00:00,8.83,126.1,0.611,7,14.31,40.23,25.4,44.85,0.432,1.082,1.027,-5.08
2023-01-30 17:00:00,9.48,590.51,0.14,5,12.21,23.0,6.81,45.84,0.174,0.832,0.897,7.81
2023-01-30 18:00:00,2.13,187.49,1.473,6,13.56,17.31,16.79,52.72,0.378,0.208,0.209,0.48
2023-01-30 19:00:00,4.43,90.35,0.162,3,0.23,37.13,31.36,45.36,0.318,0.823,0.82,-0.36
2023-01-30 20:00:00,19.13,414.73,1.231,7,14.01,25.16,15.3,68.0,0.696,1.816,1.885,3.8
2023-01-30 21:00:00,6.45,377.45,1.124,3,12.15,16.72,31.72,17.82,0.762,0.14,0.153,9.29
2023-01-30 22:00:00,18.87,278.33,1.941,2,12.56,41.65,31.09,66.82,0.769,1.002,0.924,-7.78
2023-01-30 23:00:00,9.28,282.21,1.02,7,1.4,16.93,13.6,39.99,0.527,1.869,1.994,6.69
2023-01-31 00:00:00,9.64,481.79,0.221,5,11.08,10.9,30.51,48.68,0.563,0.85,0.864,1.65
2023-01-31 01:00:00,6.49,157.64,1.148,6,14.4,10.71,31.17,11.47,1.018,0.914,0.849,-7.11
2023-01-31 02:00:00,13.79,501.14,1.698,1,10.18,31.78,18.91,29.74,0.624,1.199,1.15,-4.09
2023-01-31 03:00:00,16.16,406.81,1.994,1,8.56,33.16,12.36,55.01,1.187,0.98,0.977,-0.31
2023-01-31 04:00:00,4.22,280.43,0.918,3,14.18,20.89,23.24,50.95,0.584,0.42,0.436,3.81
2023-01-31 05:00:00,2.36,301.92,0.709,7,6.64,21.2,37.25,7.61,0.815,0.135,0.128,-5.19
2023-01-31 06:00:00,1.21,191.16,1.823,3,8.99,21.88,27.39,40.53,0.155,1.259,1.268,0.71
2023-01-31 07:00:00,12.06,463.66,0.463,4,7.15,33.81,11.05,10.74,0.819,1.85,1.918,3.68
2023-01-31 08:00:00,11.1,332.08,1.269,5,13.99,12.03,28.9,69.73,1.037,0.302,0.299,-0.99
2023-01-31 09:00:00,37.01,226.47,0.871,6,1.14,42.52,19.95,63.32,1.137,0.501,0.537,7.19
2023-01-31 10:00:00,8.87,377.83,0.178,3,7.52,17.79,25.7,6.37,1.197,0.803,0.862,7.35
2023-01-31 11:00:00,7.71,597.65,0.76,4,10.3,44.99,30.69,60.81,0.41,1.637,1.627,-0.61
2023-01-31 12:00:00,10.18,289.39,0.604,7,11.88,16.0,23.02,64.76,0.733,0.612,0.67,9.48
2023-01-31 13:00:00,10.59,556.38,1.404,5,8.75,37.0,33.49,27.98,0.596,1.776,1.625,-8.5
2023-01-31 14:00:00,7.25,239.76,1.903,6,13.63,17.82,30.28,51.77,0.72,0.204,0.184,-9.8
2023-01-31 15:00:00,4.35,80.1,0.609,1,14.13,12.83,26.53,33.74,0.273,1.888,1.843,-2.38
2023-01-31 16:00:00,8.52,162.33,1.642,4,0.96,40.62,10.28,47.59,1.042,1.165,1.189,2.06
2023-01-31 17:00:00,8.27,280.28,0.205,7,6.04,40.06,34.26,27.12,1.101,1.352,1.387,2.59
2023-01-31 18:00:00,8.17,170.8,1.122,5,0.35,24.12,37.76,25.97,0.595,0.799,0.795,-0.5
2023-01-31 19:00:00,14.81,50.12,0.234,4,4.94,34.58,9.79,32.59,0.408,1.586,1.467,-7.5
2023-01-31 20:00:00,8.4,553.25,1.875,3,8.05,29.5,22.09,14.46,0.255,0.416,0.389,-6.49
2023-01-31 21:00:00,2.41,514.13,1.556,2,13.66,39.85,14.06,59.02,0.852,0.193,0.207,7.25
2023-01-31 22:00:00,4.99,458.26,1.35,1,12.7,21.03,31.41,27.67,0.443,0.851,0.914,7.4
2023-01-31 23:00:00,7.18,142.3,1.665,3,1.91,28.33,30.26,31.01,1.1,1.722,1.782,3.48
2023-02-01 00:00:00,8.7,116.2,1.33,3,1.4,26.99,9.93,63.11,0.838,1.534,1.584,3.26
2023-02-01 01:00:00,12.24,87.18,1.941,7,8.84,22.39,35.7,37.28,0.81,1.083,1.104,1.94
2023-02-01 02:00:00,8.76,448.22,1.457,7,7.98,41.2,11.33,40.38,0.715,1.187,1.116,-5.98
2023-02-01 03:00:00,0.98,560.84,1.857,5,4.0,15.81,32.9,67.17,0.15,0.347,0.342,-1.44
2023-02-01 04:00:00,2.71,286.79,1.083,7,13.49,15.23,20.99,62.64,1.125,1.697,1.763,3.89
2023-02-01 05:00:00,12.84,115.53,0.322,4,13.91,30.19,16.49,16.02,0.791,1.595,1.607,0.75
2023-02-01 06:00:00,7.03,331.82,1.104,1,6.04,33.01,10.54,35.76,1.193,1.347,1.217,-9.65
2023-02-01 07:00:00,9.33,241.86,0.341,3,13.35,16.81,10.87,68.13,0.691,0.986,1.075,9.03
2023-02-01 08:00:00,6.34,256.15,1.226,5,5.76,23.68,28.17,29.2,0.881,1.932,2.065,6.88
2023-02-01 09:00:00,4.97,391.73,1.017,1,11.05,43.13,24.27,29.15,0.162,1.77,1.685,-4.8
2023-02-01 10:00:00,6.53,445.29,1.283,7,7.14,18.63,9.27,17.68,0.795,1.324,1.355,2.34
2023-02-01 11:00:00,9.41,110.83,0.119,7,1.84,33.39,8.94,12.43,0.941,0.806,0.874,8.44
2023-02-01 12:00:00,8.35,69.57,0.47,4,13.92,35.91,7.53,53.12,0.956,1.274,1.171,-8.08
2023-02-01 13:00:00,16.09,596.88,1.034,7,6.81,25.68,31.03,55.05,0.947,1.193,1.194,0.08
2023-02-01 14:00:00,1.95,178.0,1.906,3,11.02,42.81,29.92,67.99,0.349,0.849,0.842,-0.82
2023-02-01 15:00:00,2.26,79.61,0.829,6,5.51,35.78,7.05,55.27,1.173,0.683,0.671,-1.76
2023-02-01 16:00:00,6.97,154.43,0.906,3,0.28,26.03,24.61,20.82,1.195,0.873,0.932,6.76
2023-02-01 17:00:00,12.34,71.43,1.458,3,1.51,29.93,7.96,7.61,0.183,1.19,1.162,-2.35
2023-02-01 18:00:00,14.26,265.5,1.247,7,7.44,34.24,36.63,69.05,1.13,0.913,0.833,-8.76
2023-02-01 19:00:00,5.14,491.32,0.668,1,10.35,30.73,36.75,27.13,0.418,0.601,0.549,-8.65
2023-02-01 20:00:00,0.3,237.68,0.881,7,5.02,40.75,29.44,25.28,0.858,1.546,1.405,-9.12
2023-02-01 21:00:00,5.28,294.3,0.514,1,10.43,22.49,37.42,63.89,0.472,1.11,1.09,-1.8
2023-02-01 22:00:00,11.13,421.57,1.935,1,10.48,20.5,33.4,43.03,1.165,0.229,0.239,4.37
2023-02-01 23:00:00,8.23,329.89,0.348,1,10.56,17.48,34.0,18.97,0.212,0.8,0.753,-5.88
2023-02-02 00:00:00,12.66,523.8,0.806,5,7.39,11.32,24.94,62.79,0.648,1.781,1.833,2.92
2023-02-02 01:00:00,18.69,526.32,0.149,2,13.72,11.51,15.71,69.57,0.571,1.535,1.592,3.71
2023-02-02 02:00:00,7.35,55.45,0.521,7,7.34,40.45,12.62,10.63,0.459,0.714,0.679,-4.9
2023-02-02 03:00:00,5.79,477.93,1.583,5,6.75,33.74,16.45,61.05,0.81,1.883,1.921,2.02
2023-02-02 04:00:00,3.83,303.4,0.482,3,2.99,33.12,27.0,30.38,0.244,0.246,0.255,3.66
2023-02-02 05:00:00,2.24,593.86,0.252,5,4.61,31.51,11.04,39.06,0.888,1.926,1.913,-0.67
2023-02-02 06:00:00,1.65,315.78,1.001,4,0.64,39.72,14.05,64.46,1.179,0.567,0.548,-3.35
2023-02-02 07:00:00,4.72,592.79,0.119,6,9.5,26.81,21.38,68.27,0.985,0.117,0.12,2.56
2023-02-02 08:00:00,17.01,465.01,0.261,1,3.73,40.46,13.16,22.04,1.046,0.924,1.012,9.52
2023-02-02 09:00:00,13.52,186.73,1.634,7,4.56,22.58,25.6,18.84,0.496,0.782,0.771,-1.41
2023-02-02 10:00:00,5.56,346.12,1.566,4,11.56,42.43,37.31,10.23,0.457,1.124,1.1,-2.14
2023-02-02 11:00:00,31.46,595.67,1.839,7,4.91,34.45,31.18,41.52,0.669,1.614,1.602,-0.74
2023-02-02 12:00:00,5.0,521.64,1.724,6,3.63,19.0,28.32,5.88,0.15,1.701,1.557,-8.47
2023-02-02 13:00:00,19.88,103.55,1.398,4,2.54,29.74,25.4,31.77,1.14,0.862,0.871,1.04
2023-02-02 14:00:00,23.02,438.5,0.199,7,11.62,28.66,22.08,9.77,0.258,0.917,0.886,-3.38
2023-02-02 15:00:00,11.67,240.07,1.587,3,1.95,14.83,11.53,31.34,1.093,0.382,0.353,-7.59
2023-02-02 16:00:00,4.68,53.84,1.706,1,6.81,30.69,36.31,7.6,0.192,0.19,0.189,-0.53
2023-02-02 17:00:00,6.19,271.91,1.618,4,7.6,21.02,13.7,59.29,1.005,1.318,1.187,-9.94
2023-02-02 18:00:00,9.58,179.11,1.066,3,10.31,11.83,8.2,18.63,0.267,0.222,0.218,-1.8
2023-02-02 19:00:00,2.31,500.38,0.543,1,9.5,43.2,31.25,26.34,0.142,1.494,1.376,-7.9
2023-02-02 20:00:00,3.5,235.53,1.706,2,12.16,32.45,11.15,61.55,0.891,1.124,1.017,-9.52
2023-02-02 21:00:00,3.24,505.14,1.482,3,0.67,40.69,18.02,53.51,0.408,0.477,0.508,6.5
2023-02-02 22:00:00,12.3,50.33,1.963,5,4.45,33.66,5.99,19.24,0.886,1.125,1.219,8.36
2023-02-02 23:00:00,18.57,219.3,0.396,7,4.2,22.49,9.8,9.67,0.711,0.448,0.422,-5.8
2023-02-03 00:00:00,13.89,182.64,0.529,1,2.19,27.94,11.06,51.52,0.22,0.934,0.941,0.75
2023-02-03 01:00:00,16.56,178.46,0.502,4,4.34,33.65,6.9,30.4,1.125,1.619,1.547,-4.45
2023-02-03 02:00:00,4.34,87.5,1.606,6,4.65,43.61,27.98,54.8,0.598,0.978,0.977,-0.1
2023-02-03 03:00:00,6.42,152.92,0.455,4,7.83,18.88,34.3,33.94,0.908,0.383,0.378,-1.31
2023-02-03 04:00:00,6.82,355.55,0.227,5,9.96,40.62,18.07,27.49,0.651,1.475,1.407,-4.61
2023-02-03 05:00:00,11.64,210.25,1.997,7,5.72,42.34,35.61,34.33,0.765,0.455,0.473,3.96
2023-02-03 06:00:00,4.83,279.57,0.147,5,10.79,33.46,12.47,53.66,0.433,1.503,1.391,-7.45
2023-02-03 07:00:00,15.87,257.28,1.687,4,5.04,42.59,16.39,63.64,0.32,1.011,0.921,-8.9
2023-02-03 08:00:00,22.61,531.75,0.794,7,4.35,23.93,10.28,8.23,0.697,0.962,1.014,5.41
2023-02-03 09:00:00,12.06,547.91,1.699,6,8.12,43.36,26.72,39.07,0.584,1.718,1.775,3.32
2023-02-03 10:00:00,6.19,321.13,1.154,1,0.36,34.6,19.7,7.13,0.529,1.446,1.446,0.0
2023-02-03 11:00:00,4.01,231.59,1.813,7,1.2,11.47,26.46,35.45,0.84,0.163,0.162,-0.61
2023-02-03 12:00:00,3.24,108.74,1.86,3,6.27,41.74,31.66,62.54,0.86,0.663,0.663,0.0
2023-02-03 13:00:00,0.99,574.37,0.117,7,14.14,26.96,24.1,28.5,0.151,1.755,1.733,-1.25
2023-02-03 14:00:00,6.99,83.12,0.243,5,10.82,26.11,26.97,65.61,0.473,0.135,0.132,-2.22
2023-02-03 15:00:00,6.67,213.71,0.576,5,1.32,29.83,37.73,45.99,0.553,1.136,1.136,0.0
2023-02-03 16:00:00,15.21,213.94,1.372,5,12.69,15.23,15.47,65.72,0.207,1.483,1.491,0.54
2023-02-03 17:00:00,5.11,226.22,1.788,6,10.98,26.42,17.57,54.22,0.359,1.282,1.331,3.82
2023-02-03 18:00:00,7.3,140.36,0.974,7,9.16,39.09,30.12,11.72,0.157,1.545,1.61,4.21
2023-02-03 19:00:00,10.29,480.74,1.253,7,12.3,10.54,26.4,20.02,1.196,1.479,1.443,-2.43
2023-02-03 20:00:00,11.92,117.37,0.458,2,6.06,19.55,11.25,30.62,0.91,1.415,1.391,-1.7
2023-02-03 21:00:00,14.03,399.2,1.629,6,3.32,10.09,18.17,16.06,0.196,1.661,1.619,-2.53
2023-02-03 22:00:00,9.56,118.12,1.938,1,7.68,24.55,21.37,37.17,0.122,1.327,1.337,0.75
2023-02-03 23:00:00,2.45,88.79,0.61,1,8.23,35.49,19.68,35.64,0.891,0.865,0.857,-0.92
2023-02-04 00:00:00,11.19,550.19,1.04,1,8.07,37.96,11.24,67.16,0.583,0.997,1.075,7.82
2023-02-04 01:00:00,4.8,154.57,0.264,1,8.48,43.08,37.36,33.19,0.965,1.462,1.519,3.9
2023-02-04 02:00:00,19.15,501.69,1.162,1,14.23,31.3,31.68,56.07,1.116,1.765,1.906,7.99
2023-02-04 03:00:00,8.47,349.55,1.055,4,13.53,18.91,21.85,66.22,0.759,0.617,0.643,4.21
2023-02-04 04:00:00,9.99,92.82,0.374,5,13.14,42.35,28.8,62.0,0.306,0.75,0.821,9.47
2023-02-04 05:00:00,38.93,575.5,0.94,6,12.02,37.14,36.4,18.56,0.96,1.868,1.919,2.73
2023-02-04 06:00:00,14.2,185.83,0.735,4,14.15,30.1,9.77,37.24,1.151,1.199,1.31,9.26
2023-02-04 07:00:00,11.04,522.8,1.091,6,1.48,34.35,13.76,27.6,0.738,0.44,0.41,-6.82
2023-02-04 08:00:00,7.47,142.85,1.213,2,3.98,42.35,23.99,30.99,0.85,1.361,1.239,-8.96
2023-02-04 09:00:00,2.67,519.67,0.116,7,7.43,34.93,32.97,28.45,0.471,1.982,2.013,1.56
2023-02-04 10:00:00,7.06,57.28,1.546,3,12.7,22.89,6.27,58.71,0.52,1.665,1.826,9.67
2023-02-04 11:00:00,3.96,331.48,1.455,5,7.58,34.96,39.44,34.39,0.908,1.517,1.492,-1.65
2023-02-04 12:00:00,24.43,473.19,0.796,2,11.22,11.41,20.92,39.04,1.121,0.495,0.466,-5.86
2023-02-04 13:00:00,11.15,564.14,0.201,4,2.08,23.52,17.57,68.86,0.792,1.765,1.773,0.45
2023-02-04 14:00:00,18.69,550.06,1.534,3,3.79,24.22,15.25,8.9,0.969,1.099,1.132,3.0
2023-02-04 15:00:00,4.98,500.79,1.915,7,10.98,15.84,11.1,36.72,0.289,1.79,1.724,-3.69
2023-02-04 16:00:00,4.22,538.51,0.556,2,2.47,10.81,32.71,55.31,0.333,0.727,0.758,4.26
2023-02-04 17:00:00,13.26,159.57,0.715,7,5.27,14.67,38.44,14.83,0.685,0.218,0.239,9.63
2023-02-04 18:00:00,3.82,206.3,0.449,7,3.97,32.91,19.48,44.75,0.294,1.004,1.084,7.97
2023-02-04 19:00:00,5.82,208.93,1.196,6,5.25,38.08,38.33,20.57,0.798,0.613,0.587,-4.24
2023-02-04 20:00:00,25.19,257.38,0.394,3,10.62,44.59,33.83,61.38,0.421,1.459,1.408,-3.5
2023-02-04 21:00:00,6.01,266.33,0.777,6,5.52,22.12,21.84,26.26,0.971,1.919,1.87,-2.55
2023-02-04 22:00:00,2.12,349.51,1.424,7,8.33,30.98,28.59,26.39,0.989,1.413,1.383,-2.12
2023-02-04 23:00:00,1.35,137.93,1.164,2,1.5,42.8,20.22,43.88,0.61,1.785,1.642,-8.01
2023-02-05 00:00:00,1.86,430.19,0.834,7,12.08,15.85,24.56,16.93,0.299,0.961,1.011,5.2
2023-02-05 01:00:00,19.43,142.16,0.898,4,5.55,35.12,7.03,23.52,0.811,1.566,1.524,-2.68
2023-02-05 02:00:00,5.25,220.67,1.168,7,9.73,36.42,29.37,32.08,1.192,1.702,1.831,7.58
2023-02-05 03:00:00,38.16,326.84,0.111,6,10.88,13.11,6.85,27.99,0.785,1.451,1.575,8.55
2023-02-05 04:00:00,22.78,488.04,0.249,3,3.14,40.14,33.6,39.12,0.139,1.065,0.964,-9.48
2023-02-05 05:00:00,29.15,456.71,1.774,2,13.27,38.46,33.87,43.98,0.119,1.289,1.415,9.78
2023-02-05 06:00:00,16.85,405.04,0.248,6,9.24,11.17,13.3,41.83,0.452,1.431,1.491,4.19
2023-02-05 07:00:00,12.77,135.68,1.443,7,6.43,13.19,16.33,47.52,0.315,0.581,0.583,0.34
2023-02-05 08:00:00,4.09,350.87,1.848,4,2.74,11.72,21.85,25.0,0.994,1.638,1.602,-2.2
2023-02-05 09:00:00,8.31,98.1,0.614,5,14.13,21.72,25.88,13.22,1.029,1.906,1.913,0.37
2023-02-05 10:00:00,13.69,257.55,0.804,4,11.33,27.83,15.06,54.45,0.384,0.984,0.949,-3.56
2023-02-05 11:00:00,16.15,277.43,1.181,7,3.12,28.63,25.74,60.3,0.458,1.432,1.467,2.44
2023-02-05 12:00:00,2.92,71.9,1.775,4,5.07,19.37,15.42,21.71,0.36,1.5,1.378,-8.13
2023-02-05 13:00:00,7.14,200.69,1.89,5,12.15,41.91,6.94,31.46,1.099,1.358,1.391,2.43
2023-02-05 14:00:00,7.81,575.61,1.505,4,10.44,22.89,5.09,37.41,0.653,1.14,1.089,-4.47
2023-02-05 15:00:00,7.57,574.5,0.265,5,11.49,11.59,8.54,39.67,0.822,1.775,1.604,-9.63
2023-02-05 16:00:00,3.32,243.78,1.371,7,6.62,20.51,32.73,47.87,0.557,0.953,0.963,1.05
2023-02-05 17:00:00,26.95,73.71,0.88,5,10.75,28.59,38.65,7.7,0.794,0.216,0.219,1.39
2023-02-05 18:00:00,6.96,148.5,0.994,6,5.8,24.29,19.94,51.9,0.524,1.705,1.68,-1.47
2023-02-05 19:00:00,3.55,265.72,0.193,6,3.17,19.58,22.94,9.03,0.474,1.381,1.263,-8.54
2023-02-05 20:00:00,27.38,571.28,0.463,5,9.49,14.6,10.14,35.44,0.798,1.714,1.849,7.88
2023-02-05 21:00:00,22.79,127.66,1.602,2,14.64,38.67,24.29,58.8,0.75,0.363,0.371,2.2
2023-02-05 22:00:00,9.28,469.93,0.963,3,4.66,44.87,10.06,34.33,0.423,0.158,0.146,-7.59
2023-02-05 23:00:00,5.67,109.78,0.673,2,6.91,21.53,26.39,14.69,0.264,1.875,1.879,0.21
2023-02-06 00:00:00,1.7,589.69,0.83,5,10.11,23.36,37.66,69.03,0.505,0.381,0.381,0.0
2023-02-06 01:00:00,12.11,259.89,1.723,3,8.12,31.63,11.85,62.8,0.557,1.638,1.494,-8.79
2023-02-06 02:00:00,5.35,476.38,1.523,6,12.65,35.15,31.76,55.14,0.792,1.664,1.7,2.16
2023-02-06 03:00:00,8.16,238.43,0.617,3,11.43,23.72,5.82,31.75,1.106,1.447,1.536,6.15
2023-02-06 04:00:00,25.81,395.22,0.323,5,0.87,41.67,18.14,16.95,0.14,0.349,0.366,4.87
2023-02-06 05:00:00,5.02,155.61,0.579,6,14.98,29.6,8.88,66.19,0.368,1.368,1.287,-5.92
2023-02-06 06:00:00,11.74,130.31,1.849,3,11.29,25.76,17.34,39.6,0.313,1.789,1.919,7.27
2023-02-06 07:00:00,14.32,565.94,1.205,3,12.96,32.63,11.07,60.4,0.653,0.909,0.88,-3.19
2023-02-06 08:00:00,19.03,554.71,1.114,2,9.77,43.35,18.07,27.24,0.573,0.886,0.965,8.92
2023-02-06 09:00:00,7.7,538.11,1.233,3,12.84,37.81,19.61,26.79,0.902,0.941,0.86,-8.61
2023-02-06 10:00:00,7.09,393.99,0.795,7,1.69,11.4,15.52,69.06,0.367,0.256,0.255,-0.39
2023-02-06 11:00:00,6.96,494.55,1.634,5,5.22,21.63,27.98,38.92,0.754,1.795,1.83,1.95
2023-02-06 12:00:00,10.94,87.97,1.094,1,13.15,26.47,37.16,14.15,1.072,1.751,1.663,-5.03
2023-02-06 13:00:00,22.16,234.13,0.322,1,3.02,21.01,19.02,19.28,1.102,1.996,2.104,5.41
2023-02-06 14:00:00,6.7,222.54,0.345,1,1.17,34.51,11.73,36.33,1.155,1.212,1.243,2.56
2023-02-06 15:00:00,0.44,399.6,1.12,5,11.82,38.92,14.48,7.76,0.951,1.527,1.38,-9.63
2023-02-06 16:00:00,15.44,245.78,1.879,1,12.53,35.6,34.89,35.06,1.097,0.485,0.496,2.27
2023-02-06 17:00:00,8.77,131.68,0.686,2,2.44,44.63,25.01,32.23,0.358,1.368,1.366,-0.15
2023-02-06 18:00:00,12.13,378.06,1.752,5,12.82,19.54,20.93,55.66,0.317,1.334,1.253,-6.07
2023-02-06 19:00:00,1.77,497.91,1.552,7,10.3,40.62,10.24,28.07,0.107,1.812,1.992,9.93
2023-02-06 20:00:00,5.36,260.17,0.571,6,7.8,36.83,20.74,68.87,0.878,1.679,1.812,7.92
2023-02-06 21:00:00,14.58,122.75,0.169,7,12.45,22.68,14.75,16.75,1.131,1.883,1.805,-4.14
2023-02-06 22:00:00,2.58,158.18,0.294,5,6.29,35.69,38.01,43.41,0.306,1.751,1.765,0.8
2023-02-06 23:00:00,11.72,180.62,1.484,5,2.91,13.64,35.94,10.83,0.801,1.751,1.687,-3.66
2023-02-07 00:00:00,8.11,214.94,0.479,3,4.27,37.63,7.94,52.7,0.921,0.221,0.233,5.43
2023-02-07 01:00:00,4.43,403.54,0.805,3,7.58,28.63,23.08,69.66,1.12,1.707,1.854,8.61
2023-02-07 02:00:00,4.12,380.52,1.053,3,7.97,20.23,12.88,58.24,0.812,1.254,1.219,-2.79
2023-02-07 03:00:00,3.35,432.84,1.478,4,12.08,32.95,19.38,41.12,1.167,0.823,0.873,6.08
2023-02-07 04:00:00,8.74,249.38,0.315,2,11.87,32.46,35.69,36.51,0.479,0.207,0.207,0.0
2023-02-07 05:00:00,9.52,503.2,0.872,5,8.72,17.33,23.46,59.28,0.485,1.388,1.359,-2.09
2023-02-07 06:00:00,6.18,162.25,1.022,7,11.71,11.06,16.7,65.84,0.697,0.724,0.787,8.7
2023-02-07 07:00:00,3.15,307.97,1.128,5,2.88,25.18,12.28,69.3,0.522,0.989,0.991,0.2
2023-02-07 08:00:00,11.48,490.52,1.655,3,0.75,29.93,33.01,30.78,0.102,1.395,1.386,-0.65
2023-02-07 09:00:00,15.64,149.09,0.426,5,13.1,40.68,26.86,69.41,0.905,1.832,1.895,3.44
2023-02-07 10:00:00,13.0,110.42,1.635,6,1.13,42.49,21.38,15.14,0.927,1.668,1.588,-4.8
2023-02-07 11:00:00,29.92,536.03,1.416,5,3.7,28.51,12.61,21.48,0.922,0.956,0.923,-3.45
2023-02-07 12:00:00,7.21,238.61,1.156,7,10.43,36.38,16.7,10.79,0.48,0.837,0.909,8.6
2023-02-07 13:00:00,20.73,426.13,1.429,1,6.14,25.38,38.59,22.66,0.675,0.556,0.576,3.6
2023-02-07 14:00:00,4.82,63.94,0.883,6,13.14,36.11,23.2,54.92,0.496,0.808,0.861,6.56
2023-02-07 15:00:00,4.17,429.53,0.363,6,4.47,17.17,19.02,60.44,0.118,0.311,0.297,-4.5
2023-02-07 16:00:00,9.15,223.86,1.365,5,0.18,22.99,23.25,55.63,0.719,1.945,1.962,0.87
2023-02-07 17:00:00,23.84,80.66,1.097,4,4.51,32.2,32.26,46.02,0.236,1.19,1.302,9.41
2023-02-07 18:00:00,6.59,385.4,1.315,3,8.67,10.64,16.9,38.41,0.188,0.343,0.331,-3.5
2023-02-07 19:00:00,1.77,182.44,0.742,2,5.64,35.29,11.25,51.07,0.931,0.77,0.718,-6.75
2023-02-07 20:00:00,15.43,262.74,1.823,2,8.02,39.24,25.47,30.4,0.11,1.139,1.141,0.18
2023-02-07 21:00:00,7.84,94.32,1.216,1,13.15,23.97,28.28,59.69,1.155,1.112,1.087,-2.25
2023-02-07 22:00:00,10.41,130.94,0.262,2,13.69,25.68,29.95,49.02,0.667,0.167,0.156,-6.59
2023-02-07 23:00:00,4.36,213.89,0.955,2,3.99,39.79,35.87,50.36,1.181,1.907,2.055,7.76
2023-02-08 00:00:00,9.09,99.37,1.537,3,6.93,37.15,17.99,39.84,0.164,0.623,0.684,9.79
2023-02-08 01:00:00,2.07,550.95,1.609,3,8.24,20.09,7.64,62.54,0.742,0.131,0.133,1.53
2023-02-08 02:00:00,27.22,53.33,1.04,4,14.24,21.34,38.54,21.38,0.484,0.245,0.258,5.31
2023-02-08 03:00:00,17.43,316.12,1.8,7,14.98,33.76,20.23,29.77,1.028,1.202,1.288,7.15
2023-02-08 04:00:00,8.78,117.79,0.609,1,3.53,29.71,26.81,55.55,0.497,0.362,0.377,4.14
2023-02-08 05:00:00,15.14,219.22,0.88,2,10.9,15.68,28.32,37.03,0.387,0.179,0.163,-8.94
2023-02-08 06:00:00,4.83,559.33,1.807,4,5.67,20.85,24.13,62.8,1.043,0.821,0.765,-6.82
2023-02-08 07:00:00,16.91,138.93,1.803,1,0.12,41.5,12.18,27.52,0.512,1.283,1.173,-8.57
2023-02-08 08:00:00,6.35,581.21,1.403,6,0.14,34.09,31.43,29.01,0.119,0.312,0.281,-9.94
2023-02-08 09:00:00,5.99,163.19,1.732,2,6.91,44.51,33.13,62.77,0.529,0.695,0.668,-3.88
2023-02-08 10:00:00,3.56,457.86,0.269,2,7.33,36.85,24.35,35.18,0.82,0.894,0.875,-2.13
2023-02-08 11:00:00,11.38,350.67,1.743,3,0.34,42.97,22.1,38.55,0.38,0.403,0.382,-5.21
2023-02-08 12:00:00,8.49,536.46,0.709,5,10.3,17.57,8.99,26.63,0.575,1.062,0.97,-8.66
2023-02-08 13:00:00,21.18,354.7,0.439,1,4.41,37.0,7.94,22.98,0.162,0.262,0.264,0.76
2023-02-08 14:00:00,3.18,344.01,0.555,2,8.4,10.71,16.88,47.64,0.747,0.188,0.179,-4.79
